,generated_summary,oracle,idxes
10,"Q.B.
A.D. 1994 No.
120 J.C.M.
IN THE QUEEN'S BENCH JUDICIAL CENTRE OF MELFORTIN THE MATTER OF THE CHILD AND FAMILY SERVICES ACT, AND IN THE MATTER OF D.M., D.M, AND D.M.
CHILDREN OF W.M.
AND A.M., AND IN THE MATTER OF AN APPLICATION BY THE MINISTER OF SOCIAL SERVICES FOR SASKATCHEWAN FOR AN ORDER OF PERMANENT COMMITTAL TO THE MINISTERS. Eisner for the appellant, W. M. M. Annand for the Minister of Social ServicesJUDGMENT KLEBUC J. August 16, 1995W. M. appealed the order of Diehl, P.C.J.
pursuant to the provisions of s. 37(2) of The Child and Family Services Act, S.S. 1989, c. C-7.2, permanently committing his three children to the care of the Minister responsible for the administration of the Act.
The names and birth dates of the children are recorded as follows:D.W.M.
born November 26, 1980; D.A.M.
born November 26, 1980; D.M.A.M.
born July 6, 1985.
The children are presently in a foster home.
The learned trial judge provided written reasons wherein he carefully reviewed the applicable principles of law and applied them to the evidence.
672 at 683; R. v. Andres, 1979 CanLII 2238 (SK CA), [1982] 2 W.W.R.
249; 1979 CanLII 2238 (SK CA), 1 Sask.","See also 108 Sask. R. 87; [1993]
T.W.L. QB93357 QB93p186; and [1993]
T.W.L. CA93115, CA93p60.
The Court of Appeal had ordered the Crown to produce an itemized inventory of the information in its possession to enable the Queen's Bench to review the information the Crown should disclose to the defence.
This fiat concerned several documents.
The Crown had already disclosed the contents of each of these documents and the only matter remaining in issue was the name of the lawyer who released the information.
This arose as a result of the action of a Regina lawyer who had improperly revealed information from two of his divorce clients with respect to the charges against LaPorte et al.
The Crown quite properly disclosed these statements which had been conveyed to the investigating officer.
HELD: It was not necessary to reveal the name of the solicitor and, therefore, unless the Crown intended to call the informant solicitor as a witness, his name was not to be disclosed.","[0, 1, 2, 4, 3, 7, 8, 6, 9, 10, 11, 12, 5, 14, 15]"
11,"_Editor's Note: Addendum released June 27, 1996.
Original judgment has been corrected with text of addendum appended.
Q.B.G.
A.D. 1995 No.
2983 J.C.R.
A.
Fox for the appellantR. A. Robertson for the respondentJUDGMENT GROTSKY J.
and, on August 8, 1995, imposed the following penalties on the appellant: 1.
2.
3.
That the LEADS Executive Director contact Mr. Paquin by September 1, 1995 to offer on-going counsel and support.
In due course a decision was rendered by the said Discipline Committee dismissing allegations 1, 3, 4 and 5 concerning saidDale Bonner and allegation 1 concerning said Paul Bedier.
The Discipline Committee recommended that a reprimand be imposed.
ISSUE NUMBER 2: -If the facts as found by the Discipline Committee are in fact true, do they constitute unprofessional conduct as set forth in grounds 2 and 5 of the notice of appeal?
ISSUE NUMBER 3: -Did the Discipline Committee err in its application of the burden of proof as alleged in ground number 6 of the notice of appeal?
ISSUE NUMBER 4: -Was the penalty imposed by the Executive Committee excessive as alleged in ground Number 7 of the notice of appeal?
2.Applying said standard of review, are any of thegrounds of appeal sustainable?","The accused, a young offender, pleaded guilty to 16 counts of auto theft.
He was sentenced to 6 months open custody and 2 years probation.
Prior to being sentenced, he spent 13 days on remand and 2 months under house arrest under s.7.1 of the Young Offenders Act.
The Crown appealed the sentence.
HELD: Appeal allowed.
1)The accused was 15 years of age and had no record.
He assisted the police once apprehended.
2)Although another young offender involved in these offences had received a sentence of 9 months open custody, uniformity of sentence was not a factor to be given great weight in comparing dispositions of young offenders.
3)The sentence was increased to 10 months open custody.","[1, 7, 3, 11, 2, 0, 4, 6, 13, 15, 26, 31, 24, 30, 29, 33, 16]"
12,"QUEEN’S BENCH FOR SASKATCHEWANCitation: 2011 SKQB 100 Date: 2011 03 04 Docket: Q.B.G.
No.
1865 of 1991 Judicial Centre: SaskatoonBETWEEN:AGRICULTURAL CREDIT CORPORATION OF SASKATCHEWAN PLAINTIFF - and -V. JENSEN & SONS CO-OPERATIVE STOCKFARM LIMITED and BARRY JENSEN DEFENDANTSCounsel:Ashley M.M.
Smith for Agricultural Credit Corporation of Saskatchewan (ACS) (applicant) Peter V. Abrametz for Eggum, Abrametz and Eggum (respondent)FIAT GOLDENBERG J.
March 4, 2011[1] ACS seeks an order from this court requiring the legal office of Eggum, Abrametz and Eggum to produce to the sheriff of the Judicial Centre of Prince Albert, the shares owned by Barry Jensen in Jen-Sim Cattle Co. Ltd., pursuant to the June 5, 2001 writ of execution ACS has against Barry Jensen, within seven days of service of the order compelling production of the shares.
Facts[2] The facts are as follows: a.
b.
Writ of execution was issued on June 5, 2001 pursuant to a judgment in the Judicial Centre of Prince Albert (the “ACS Writ”).
c. As of September 16, 2010, the balance owing on the judgment was $28,163.97 plus interest.
e. From the corporate search ACS determined that the mailing address for the corporation was the legal office of Eggum, Abrametz and Eggum in Prince Albert, Saskatchewan.
h. Attached to the sheriff’s correspondence was a November 29, 2010 letter from Mr. Peter V. Abrametz.
i.","The respondent owned a warehouse and leased it to the appellant's employer.
During the course of her employment, a ceiling tile fell and struck the appellant.
Both the respondent and the appellant's employer were employers under the Workers' Compensation Act.
The appellant received benefits under the act.
She commenced the action against the respondent with the consent of the Workers' Compensation Board.
The trial judge held the action barred pursuant to the act.
Dismissing the appeal,
that s. 18 of the Act bars actions against any employer to which Part I of the Act applies.
It is not necessary that the employer be the appellant's employer.","[1, 5, 7, 0, 9, 18, 11, 3, 14, 2, 8, 4]"
13,"2002 SKQB 508Q.B.
A.D. 2002 No.
for the applicantA.R.
Engel for the respondent, CUPEW.R. Pelton, Q.C.
for the respondent Board JUDGMENT KYLE J. December 12, 2002[1] This is a motion for judicial review of the decision of the Saskatchewan Labour Relations Board (""the Board"").
The Board awarded a wage increase to employees of Four Star Management Ltd., operators of certain food services at the University of Saskatchewan, Saskatoon.
The wage increase was part of a first collective bargaining agreement concluded by the Board after the normal bargaining between the parties had failed.
The governing legislative provision is s. 26.5 of The Trade Union Act, R.S.S.
1978, c. T-17 (""the Act"").
Under that provision the Board determined it would conduct a hearing to conclude all the outstanding terms of the first contract.
It required the employer to list the issues in dispute and after those issues were defined the hearing took place.
Wage issues were before the Board.
The employer had advised the Board that it was not ""prepared to make the agreement retroactive"".
As the employees were university students whose term was normally rather brief, this latter concern was of more than usual importance.
If it finds the decision unreasonable, then it considers whether that level of error reaches the patently unreasonable level.","The petitioner sought a divorce and maintenance for herself and the couple's five-year old child.
The wife was working and earned a modest income; the husband a substantial one.
Allowing the application,
that although the wife upgraded her education during the marriage with encouragement and financial support from the husband, she was entitled to maintenance for an indefinite period.
The court reviewed the means and needs of the parties and awarded spousal in addition to child maintenance.
The court recognized the indirect financial consequences to a custodial parent in raising children.","[0, 1, 4, 3, 5, 8, 10, 11, 9, 7, 12, 13, 21, 16, 6]"
14,"_ Q.B.
A.D. 1994 No.
750 J.C.S.
March 31, 1994 This is an appeal from a decision of the Rentalsman ordering that a writ of possession issue in respect to premises municipally described as 201 - 1st Street West in Blaine Lake, Saskatchewan.
The appellant is a tenant in residential premises owned by the respondent.
On December 28, 1993, the appellant was served with a notice to deliver up the premises described as 201 - 1st Street West, in the Town of Blaine Lake, Saskatchewan.
When this did not produce the desired result, the appellant was served with a notice of hearing to be held at the Office of the Rentalsman on February 9, 1994.
The appellant did not attend and in his absence a writ of possession was authorized in respect to the above described premises.
When this was brought to the attention of the Rentalsman the writ of possession was amended to include the second address.
This was done without notice to the appellant.
It is now argued on behalf of the appellant that the notice to vacate referred to the wrong premises as did the original writ of possession and that this deficiency vitiates the entire proceedings.","The defendants applied at the opening of the trial for dismissal alleging the plaintiffs had been misleading and had deliberately failed to disclose important information.
Dismissing the application,
that while the plaintiffs had failed to comply with Civil Procedure Rule 20.07, dismissal of the action was not warranted.
The plaintiff was held liable for solicitor-client costs associated with the application and discoveries.","[0, 1, 2, 5, 4, 7, 6, 8, 10, 11, 12]"
15,"QB A.D. 1987 01458 J.C.Y.
IN THE QUEEN'S BENCH JUDICIAL CENTRE OF YORKTONBETWEEN:DIANE LYNN HOLMES PETITIONER - and -CRAIG EDWARD HOLMES RESPONDENTNo one for the PetitionerW.M.
Rusnak for the Respondent JUDGMENT PRITCHARD J. April 16, 1999 [1] A provisional order was made by the Court of Queen's Bench for Alberta at Medicine Hat on May 13, 1998 requiring Craig Edward Holmes to pay Diane Lynn Holmes the sum of $794.00 per month as basic child support for Laurie Janay Holmes born November 1, 1983 and Christopher Holmes born November 21, 1985.
The provisional order also requires Mr. Holmes to pay an additional $75.00 per month representing 50% of the orthodontic and dental costs of the child Laurie.
The total amount owing monthly under the provisional order is $794.00.
[2] The court in Medicine Hat based its provisional order on a finding that Mr. Holmes' annual income for child support purposes was $55,000.00.
On January 22, 1999, Mr. Holmes filed a financial statement with the Court of Queen's Bench in Saskatchewan which shows his annual income for Guideline purposes to be $50,064.00 (monthly income of $4,242.00 less monthly union dues of $70.00).
Based on the Guidelines and an annual income of $50,064.00, Mr. Holmes is required to pay basic monthly maintenance of $661.00 for two children and the provisional order will be varied to reflect this amount.","The plaintiff purchased aircraft parts from the American defendant.
The plane crashed in Nova Scotia and the plaintiff, claiming negligence by the defendants in the manufacture of the parts, commenced an action in Nova Scotia.
The defendants applied to declare Nova Scotia forum non conveniens.
Dismissing the application,
that there is a real and substantial connection to both jurisdictions and the plaintiff's forum choice appeared reasonable and should not be disturbed.","[0, 1, 3, 2, 4, 5, 7, 6]"
16,"_ Q.B.
A.D. 1992 No.
34 J.C.P.A.
Shortly after the Roller Rink closed down around 9 p.m., [C.C.]
(the 12 year old girl) was sitting on a curb on 17th Street close to Carpet World and across the street from the Roller Rink yard, awaiting the arrival of her mother to pick her up.
Then the two juvenile offenders, [G.R.]
[C.S.
], jumped her she said, dragged and sexually assaulted her in that vicinity very close by.
The photographs in Exhibit P-1, while very clear, do not show clearly where the victim was accosted on the curb.
She was responsible for all the news information aired from the station in 1991.
On the morning of April 4, 1991, whoever said the news that day obtained the information from the police department on the previous night's activities.
The procedure used is to gather information down with pen on paper.
The facts have to be correct on the scripting.
The original note is then destroyed.
Once the matter has come to an end, no record of it is kept.
In this instance, the tapes were kept for eight weeks.
The employee who gathered the information from the police station is no longer with the radio station.
In this instance, Lois Holcomb said the name of the business.
""Wheel-A-While"" was used because that is the information that was received.
This was their normal practice.","A young offender was sentenced to 1 year closed custody on each of 2 armed robberies, the sentences to be consecutive to each other, but both being concurrent to the remainder of a sentence of 2 years closed custody which was already being served with respect to previous unrelated convictions when the accused escaped and committed the robberies.
18 months of the previous sentence remained to be served with the result that the total time in custody would only be increased by 6 months as a result of the 2 robbery convictions.
The Crown appealed.
HELD: Appeal allowed.
The sentence neither reflected the seriousness of the offences nor provided adequate deterrence.
The 2 new sentences totalling 2 years were made consecutive to the remaining term of 18 months as well as to each other.","[0, 1, 2, 5, 7, 8, 10, 19, 9, 17, 22, 23, 16, 20, 13, 31, 26, 32, 30, 6]"
17,"This is an appeal by the Crown against a sentence imposed upon the respondent, a young offender, as a result of his having committed two armed robberies.
He was sentenced by His Honour Judge Linton Smith to a term of one year in closed custody in respect of each of the offenses.
The two terms were ordered to be served consecutively, but concurrently with the remainder of a two year term of closed custody earlier imposed upon the respondent.
The Crown appealed on the ground the two terms of closed custody, having been ordered to be served concurrently with the earlier term, did not constitute a fit sentence having regard for the seriousness of the offenses, the requirements of deterrence, and the need to uphold public confidence in the administration of justice.
The background of the matter is this.
The respondent, now 17 1/2 years old, was in the Paul Dojack Youth Centre, serving out a two year term of closed custody for an array of offenses, when he escaped on October 18th, 1993.
On January 27th, 1994, while still at large, he and a friend held up two convenience stores in Regina while armed with a hand gun.
In each instance, the respondent wielded the weapon, said to have been a pellet gun.","The Applicant participated in a group retirement savings plan ('GRSP') created by Crown Life for its employees.
The GRSP provided for an annuity income on retirement for each participating employee.
To finance her contribution to the GRSP, she secured an interest-free loan from Crown Life and pledged her interest in the GRSP as security for the loan.
Subsequent to leaving her employment with Crown Life, she refused to repay her loan and requested that her contributions to the GRSP be transferred to another carrier.
When Crown Life refused, she applied under s.63 of the PPSA for an order declaring that Crown Life's security interest in the GRSP offended s. 146(2)(c.3) of the Income Tax Act which prohibits the taking of security in an RRSP in certain circumstances.
She also sought orders requiring Crown Life to comply with her request to transfer her contributions and restraining Crown Life from realizing on its security.
HELD: Application dismissed.
1)The terms of the GRSP and the security agreement in this case did not offend s.146(2)(c.3) of the Income Tax Act.
2)If the terms of the GRSP were breached by Crown Life, damages would be an adequate remedy.
The Applicant's request for a restraining order was therefore refused.
3)Under the terms of the GRSP contract, Crown Life was not entitled to collapse the Plan.
4)No amount was due out of the Plan to the Applicant until she retired or made a proper request for a transfer.
In this case her request for a transfer did not comply with the terms of the Plan.
There was therefore nothing to which the security interest of Crown Life could attach until a proper request for a transfer was made or until the Applicant commenced her pension.","[1, 2, 3, 5, 6, 4, 7, 8]"
18,"QUEEN’S BENCH FOR SASKATCHEWAN Citation: 2005 SKQB 263 Date: 20050608 Docket: Q.B.C.
No.
Counsel: Alistair B. Johnston, Q.C.
1985, c. C-46.
The Crown tendered a number of statements that were made by the deceased to several Crown witnesses concerning two previous incidents.
The second alleged incident occurred on October 17, 2003, when Michelle Lenius was again confronted by Kevin Lenius as to where she had been.
Kevin Lenius beat and then choked Michelle Lenius until she thought she was going to die.
He then sexually assaulted her.
Kevin Lenius threatened to kill Michelle Lenius if she did not drop the assault and sexual assault charges.
[2] The Crown seeks to admit the two previous incidents of choking as similar fact evidence to prove issues of motive, intent and modus operandi.
The Crown also seeks to admit several hearsay statements concerning the previous incidents of assaults and threats for the truth of their contents as being relevant to the issues of motive, intent, and modus operandi.
ISSUES1.
Are the two previous incidents of choking which occurred in August and October admissible as similar fact evidence?
Are the hearsay statements made by Michelle Lenius to her friends, family and co-workers admissible under the principled approach?
[4] Section 589 of the Criminal Code states the following:589.","FIAT The accused was charged with four counts of defamatory libel.
The alleged defamatory words were on a placard he exhibited while picketing in a public place.
He was released from custody on his consent to a term that prohibited him from picketing or carrying placards pending his trial.
He later applied for a review of the order and sought an amendment permitting him to picket lawfully.
HELD: Application dismissed.
Amendment refused.
If the accused was permitted to picket there was a substantial likelihood that he would commit another offence while on bail pending his trial on the four existing charges.
The justice granting the judicial interim release order was therefore correct to impose a complete prohibition on picketing.","[3, 1, 6, 14, 7, 25, 13, 15, 0, 19, 11, 12, 21, 16, 9]"
19,"Note: This decision has been appealed.
ISSUES1.
Has the Crown proven beyond a reasonable doubt the identity of the operator of the vehicle?
2.
Has the Crown proven beyond a reasonable doubt the time of the accident, entitling reliance upon the presumption provided for in section 258.(1)(c)?
3.
If the answer to b. is no, has the Crown proven beyond a reasonable doubt the charge of impaired driving?
4.
Has there been a breach of fundamental justice by virtue of the discussion of the police witnesses with civilian witnesses during the trial?
OUTCOME[2] The answers to the issues posed:1.
Yes.
The Crown has met the necessary burden of proof with respect to the issue of identity.
2.
No.
The Crown has not proven the time of the accident and may not rely on the Certificate of Analyses.
3.
Yes.
The Crown has proven beyond a reasonable doubt that the Accused’s driving was impaired by alcohol having regard to the test in R. v. Stellato.
4.
No.
There has not been a breach of fundamental justice.
[3] The Accused is acquitted of count 2 in the Information.
FACTS[4] This incident involves a motor vehicle collision.
[5] The Sunfire was south bound on Circle Dr., as was the Accused’ vehicle.","The Director of Labour Standards issued a certificate against the City of Regina certifying that it owed a transit employee $318.41 in wages for hours worked in weeks containing a statutory holiday in excess of 32 hours as provided in the Labour Standards Act.
The City applied for a review.
HELD: The City's application was allowed.
Under the terms of the collective agreement in force, the employee was actually paid 4 hours pay in excess of the Act's requirements for each of the weeks in question.
Pursuant to section 72 of the Act, therefore, these particular terms of the collective agreement applied since they were, when considered in light of the balance of the agreement, more favorable to the employee than the requirements of the Act.","[0, 4, 5, 3, 11, 6, 8, 7, 9, 10, 16, 12, 14, 13, 15, 24, 17, 26, 18, 22, 19, 20, 21, 30]"
